status_id,machine_id,timestamp,temperature,vibration,operating_hours,previous_failures,days_since_maintenance,current_workload,failure_within_24h
325,M2,2025-11-22T08:00:00,67.2,3.07,5695.4,3,73.8,0.5,0
326,M2,2025-11-22T14:00:00,71.5,2.46,3292.4,4,19.8,0.36,0
327,M2,2025-11-22T20:00:00,72.6,3.14,319.3,0,80.6,0.79,1
328,M2,2025-11-23T02:00:00,56.5,2.18,4860.8,4,29.0,0.6,0
329,M2,2025-11-23T08:00:00,69.0,2.99,4876.6,0,36.5,0.75,0
330,M2,2025-11-23T14:00:00,68.1,3.53,5442.9,2,16.8,0.56,1
331,M2,2025-11-23T20:00:00,72.2,3.4,5027.7,0,27.9,0.84,1
332,M2,2025-11-24T02:00:00,69.2,2.39,1200.0,0,28.1,0.91,1
333,M2,2025-11-24T08:00:00,69.7,3.48,3232.0,1,4.3,0.66,0
334,M2,2025-11-24T14:00:00,63.1,1.78,5894.2,4,59.1,0.85,0
335,M2,2025-11-24T20:00:00,71.5,3.33,3564.1,0,69.7,0.53,0
336,M2,2025-11-25T02:00:00,56.0,2.02,5758.6,0,65.8,0.9,1
337,M2,2025-11-25T08:00:00,51.1,2.72,5036.9,1,23.1,0.63,1
338,M2,2025-11-25T14:00:00,64.4,2.21,4707.1,2,54.2,0.85,0
339,M2,2025-11-25T20:00:00,64.6,2.99,3674.8,5,8.3,0.35,0
340,M2,2025-11-26T02:00:00,51.0,1.94,797.7,0,69.6,0.89,0
341,M2,2025-11-26T08:00:00,72.1,2.53,3913.7,1,54.0,0.4,0
342,M2,2025-11-26T14:00:00,65.2,2.96,4684.5,1,53.7,0.74,0
343,M2,2025-11-26T20:00:00,73.3,3.13,5552.4,0,50.9,0.94,0
344,M2,2025-11-27T02:00:00,70.4,3.6,3650.9,2,23.9,0.59,0
345,M2,2025-11-27T08:00:00,63.6,1.32,719.4,1,68.4,0.92,0
346,M2,2025-11-27T14:00:00,62.5,2.57,1646.3,3,25.7,0.92,0
347,M2,2025-11-27T20:00:00,76.9,1.74,5925.7,2,75.8,0.83,0
348,M2,2025-11-28T02:00:00,80.5,1.21,3886.3,1,30.5,0.53,0
349,M2,2025-11-28T08:00:00,75.8,2.16,4377.0,1,7.3,0.44,1
350,M2,2025-11-28T14:00:00,77.4,3.07,2424.7,1,63.2,0.98,1
351,M2,2025-11-28T20:00:00,60.7,2.47,996.4,0,60.3,0.73,0
352,M2,2025-11-29T02:00:00,69.1,3.87,2062.2,3,58.2,0.91,1
353,M2,2025-11-29T08:00:00,64.4,2.82,1629.5,1,43.2,0.82,0
354,M2,2025-11-29T14:00:00,58.5,3.73,4889.9,2,33.0,0.64,1
355,M2,2025-11-29T20:00:00,67.5,1.96,2443.4,0,46.7,0.63,0
356,M2,2025-11-30T02:00:00,69.1,2.3,3473.4,2,77.9,0.55,0
357,M2,2025-11-30T08:00:00,61.8,1.81,5609.9,2,17.8,0.68,0
358,M2,2025-11-30T14:00:00,52.3,2.23,222.8,2,69.9,0.4,0
359,M2,2025-11-30T20:00:00,52.3,3.0,2498.6,2,10.5,0.38,0
360,M2,2025-12-01T02:00:00,67.1,1.2,1868.6,0,11.1,0.82,0
361,M2,2025-12-01T08:00:00,67.0,2.3,1770.5,2,43.9,0.89,1
362,M2,2025-12-01T14:00:00,50.4,1.74,4761.4,1,76.4,0.41,0
363,M2,2025-12-01T20:00:00,64.8,1.54,2821.9,3,17.1,0.7,0
364,M2,2025-12-02T02:00:00,57.6,1.8,2201.6,1,12.7,0.52,0
365,M2,2025-12-02T08:00:00,70.7,3.35,618.1,1,74.1,0.64,0
366,M2,2025-12-02T14:00:00,79.3,1.76,4625.9,3,44.7,0.87,0
367,M2,2025-12-02T20:00:00,50.5,3.63,1557.0,1,38.0,0.41,0
368,M2,2025-12-03T02:00:00,68.6,2.43,1216.9,1,76.7,0.42,0
369,M2,2025-12-03T08:00:00,62.0,1.76,3532.3,2,20.0,0.58,0
370,M2,2025-12-03T14:00:00,65.4,2.22,2525.9,2,1.0,0.89,0
371,M2,2025-12-03T20:00:00,70.8,2.28,3308.2,2,78.1,0.73,1
372,M2,2025-12-04T02:00:00,79.6,2.69,5696.5,2,71.4,0.64,0
373,M2,2025-12-04T08:00:00,66.7,3.01,3813.9,3,3.2,0.76,0
374,M2,2025-12-04T14:00:00,63.1,3.71,2885.4,3,6.7,0.84,0
375,M2,2025-12-04T20:00:00,62.0,2.09,5884.6,2,37.3,0.45,0
376,M2,2025-12-05T02:00:00,76.8,2.49,2773.1,2,40.1,0.67,0
377,M2,2025-12-05T08:00:00,69.7,1.36,1353.3,3,44.4,0.84,0
378,M2,2025-12-05T14:00:00,69.0,3.14,5022.4,1,29.1,0.69,0
379,M2,2025-12-05T20:00:00,63.7,1.88,1378.8,1,44.8,0.68,0
380,M2,2025-12-06T02:00:00,71.7,2.4,4686.9,3,72.1,0.43,0
381,M2,2025-12-06T08:00:00,62.2,1.63,1091.3,1,17.4,0.34,1
382,M2,2025-12-06T14:00:00,78.5,3.09,369.0,2,39.5,0.64,0
383,M2,2025-12-06T20:00:00,74.5,3.73,5874.5,4,67.9,0.32,1
384,M2,2025-12-07T02:00:00,49.9,2.27,5441.7,1,38.4,0.47,0
385,M2,2025-12-07T08:00:00,62.0,2.65,2557.8,3,18.9,0.78,1
386,M2,2025-12-07T14:00:00,46.9,2.45,1898.9,3,71.1,0.44,0
387,M2,2025-12-07T20:00:00,69.8,2.22,4465.0,2,66.6,0.88,0
388,M2,2025-12-08T02:00:00,52.4,2.67,3762.1,2,73.0,0.64,1
389,M2,2025-12-08T08:00:00,56.0,2.81,1367.1,3,16.8,0.83,0
390,M2,2025-12-08T14:00:00,69.9,3.92,1013.3,2,57.9,0.75,1
391,M2,2025-12-08T20:00:00,66.1,2.42,402.7,2,86.5,0.48,0
392,M2,2025-12-09T02:00:00,60.0,1.87,3263.2,0,32.0,0.46,0
393,M2,2025-12-09T08:00:00,72.4,2.67,3270.4,1,17.6,0.86,1
394,M2,2025-12-09T14:00:00,63.7,2.65,3376.8,2,47.6,0.44,0
395,M2,2025-12-09T20:00:00,50.8,1.94,2308.7,1,28.9,0.96,0
396,M2,2025-12-10T02:00:00,58.5,2.93,3565.8,1,64.9,0.47,0
397,M2,2025-12-10T08:00:00,89.1,2.31,3450.3,0,56.6,0.46,0
398,M2,2025-12-10T14:00:00,61.6,2.82,905.5,1,73.4,0.81,0
399,M2,2025-12-10T20:00:00,70.1,2.32,1437.4,1,87.4,0.85,1
400,M2,2025-12-11T02:00:00,70.4,2.2,915.5,1,5.4,0.38,0
401,M2,2025-12-11T08:00:00,66.5,3.28,2346.6,1,46.6,0.59,0
402,M2,2025-12-11T14:00:00,47.3,3.5,261.2,4,79.4,0.61,0
403,M2,2025-12-11T20:00:00,63.9,3.71,1382.4,1,21.3,0.86,0
404,M2,2025-12-12T02:00:00,63.0,3.38,5525.1,2,33.1,0.51,0
405,M2,2025-12-12T08:00:00,58.8,2.65,2227.0,2,44.0,0.71,0
406,M2,2025-12-12T14:00:00,69.5,2.03,2422.6,1,1.9,0.89,0
407,M2,2025-12-12T20:00:00,73.2,2.49,4492.2,3,22.2,0.95,1
408,M2,2025-12-13T02:00:00,59.4,1.88,4298.3,2,34.3,0.43,0
409,M2,2025-12-13T08:00:00,51.5,2.47,5282.5,0,19.7,0.59,0
410,M2,2025-12-13T14:00:00,73.8,3.59,4356.0,4,65.0,0.39,0
411,M2,2025-12-13T20:00:00,63.4,2.92,2830.3,1,17.9,0.86,0
412,M2,2025-12-14T02:00:00,58.7,3.72,2473.1,2,87.8,0.95,1
413,M2,2025-12-14T08:00:00,70.9,1.93,5580.0,1,73.6,0.66,1
414,M2,2025-12-14T14:00:00,63.0,2.26,2944.2,1,28.6,0.77,0
415,M2,2025-12-14T20:00:00,74.4,2.94,4977.8,4,41.9,0.43,1
416,M2,2025-12-15T02:00:00,69.9,3.94,4786.8,2,13.8,0.44,1
417,M2,2025-12-15T08:00:00,53.0,2.53,4564.2,1,78.5,0.96,0
418,M2,2025-12-15T14:00:00,59.3,2.53,4848.3,0,48.2,0.81,0
419,M2,2025-12-15T20:00:00,70.5,1.81,5133.6,1,0.1,0.47,0
420,M2,2025-12-16T02:00:00,68.9,2.64,3553.8,0,63.4,0.5,0
421,M2,2025-12-16T08:00:00,64.5,2.01,5950.4,2,81.6,0.32,1
422,M2,2025-12-16T14:00:00,55.9,1.69,913.9,0,52.7,0.97,0
423,M2,2025-12-16T20:00:00,52.7,2.82,5493.6,0,25.5,0.62,0
424,M2,2025-12-17T02:00:00,59.6,2.85,1350.0,0,6.7,0.3,0
425,M2,2025-12-17T08:00:00,76.7,2.7,645.8,3,47.0,0.39,0
426,M2,2025-12-17T14:00:00,71.4,2.1,278.9,1,75.9,0.43,0
427,M2,2025-12-17T20:00:00,64.0,2.92,4697.6,1,31.0,0.51,0
428,M2,2025-12-18T02:00:00,60.6,1.87,1797.9,1,64.5,0.32,0
429,M2,2025-12-18T08:00:00,66.1,2.71,5167.7,2,59.7,0.4,0
430,M2,2025-12-18T14:00:00,59.5,3.05,3736.0,0,20.0,0.87,0
431,M2,2025-12-18T20:00:00,60.8,1.12,5617.3,3,73.0,0.76,0
432,M2,2025-12-19T02:00:00,52.8,2.7,342.6,0,46.1,0.98,0
433,M2,2025-12-19T08:00:00,62.7,2.11,5430.6,1,45.0,0.58,0
434,M2,2025-12-19T14:00:00,76.4,2.75,1124.5,0,82.5,0.54,0
435,M2,2025-12-19T20:00:00,61.8,3.4,4612.3,3,38.9,0.83,1
436,M2,2025-12-20T02:00:00,67.7,3.19,1277.3,1,44.1,0.88,0
437,M2,2025-12-20T08:00:00,61.8,2.02,5037.8,0,10.5,0.64,0
438,M2,2025-12-20T14:00:00,60.9,3.18,5810.4,5,41.7,0.46,0
439,M2,2025-12-20T20:00:00,73.3,2.13,3777.3,1,69.1,0.35,0
440,M2,2025-12-21T02:00:00,76.0,0.5,5266.4,2,28.9,0.69,0
441,M2,2025-12-21T08:00:00,72.0,2.18,2181.5,1,39.5,0.38,0
442,M2,2025-12-21T14:00:00,57.2,1.37,1523.4,5,49.4,0.54,0
443,M2,2025-12-21T20:00:00,55.0,2.0,4063.0,2,46.0,0.91,0
444,M2,2025-12-22T02:00:00,58.3,1.86,1759.5,1,53.8,0.92,0
445,M2,2025-12-22T08:00:00,64.6,1.92,1759.3,1,36.9,0.89,0
446,M2,2025-12-22T14:00:00,54.2,2.75,1610.5,3,47.9,0.75,1
447,M2,2025-12-22T20:00:00,72.3,2.74,5262.0,1,66.5,0.41,0
448,M2,2025-12-23T02:00:00,59.7,1.41,1699.4,2,57.1,0.58,0
449,M2,2025-12-23T08:00:00,66.4,1.67,1705.7,1,73.5,0.87,0
450,M2,2025-12-23T14:00:00,78.4,1.19,5235.4,0,3.6,0.37,0
451,M2,2025-12-23T20:00:00,58.6,2.18,3217.0,6,76.7,0.93,0
452,M2,2025-12-24T02:00:00,68.6,2.87,2018.6,0,4.2,0.59,1
453,M2,2025-12-24T08:00:00,64.1,2.8,5077.6,1,26.1,0.9,1
454,M2,2025-12-24T14:00:00,57.1,4.02,2183.7,0,43.1,0.39,0
455,M2,2025-12-24T20:00:00,70.2,2.49,187.3,3,78.1,0.4,0
456,M2,2025-12-25T02:00:00,74.3,2.93,882.8,1,25.4,0.58,1
457,M2,2025-12-25T08:00:00,70.0,1.69,3874.9,1,44.3,0.93,0
458,M2,2025-12-25T14:00:00,65.9,2.25,3764.4,1,53.2,0.81,0
459,M2,2025-12-25T20:00:00,74.3,2.47,4665.7,3,60.9,0.73,1
460,M2,2025-12-26T02:00:00,69.7,1.9,618.2,2,44.0,0.87,0
461,M2,2025-12-26T08:00:00,66.4,2.92,5771.0,2,21.2,0.74,0
462,M2,2025-12-26T14:00:00,64.5,2.57,1043.6,2,68.8,0.72,0
463,M2,2025-12-26T20:00:00,56.4,3.49,1299.1,3,72.5,0.61,0
464,M2,2025-12-27T02:00:00,62.4,2.25,5895.5,1,54.4,0.49,0
465,M2,2025-12-27T08:00:00,75.2,2.07,382.0,4,69.3,0.32,0
466,M2,2025-12-27T14:00:00,64.7,1.03,2422.5,3,11.6,0.73,0
467,M2,2025-12-27T20:00:00,70.0,3.42,5742.1,1,33.8,0.4,0
468,M2,2025-12-28T02:00:00,66.7,3.87,2680.7,1,74.4,0.34,0
469,M2,2025-12-28T08:00:00,66.7,3.48,215.6,3,42.4,0.36,0
470,M2,2025-12-28T14:00:00,61.9,2.26,2403.7,0,1.6,0.95,0
471,M2,2025-12-28T20:00:00,63.4,2.74,3796.9,2,50.5,0.44,0
472,M2,2025-12-29T02:00:00,66.0,0.85,3873.8,0,39.1,0.91,0
473,M2,2025-12-29T08:00:00,74.8,3.18,2736.6,0,54.0,0.7,1
474,M2,2025-12-29T14:00:00,67.1,2.39,1593.8,0,37.6,0.63,0
475,M2,2025-12-29T20:00:00,74.1,2.21,4903.2,1,48.9,0.46,0
476,M2,2025-12-30T02:00:00,57.5,2.57,4927.6,2,86.1,0.65,0
477,M2,2025-12-30T08:00:00,66.0,2.4,1451.6,0,72.6,0.51,0
478,M2,2025-12-30T14:00:00,68.5,1.69,4529.8,0,30.5,0.66,0
479,M2,2025-12-30T20:00:00,58.1,2.87,4869.4,1,78.3,0.67,0
480,M2,2025-12-31T02:00:00,66.8,2.08,2053.4,1,66.7,0.5,0
481,M2,2025-12-31T08:00:00,73.6,2.02,3499.4,2,43.4,0.4,0
482,M2,2025-12-31T14:00:00,64.8,1.6,5634.3,0,66.3,0.8,0
483,M2,2025-12-31T20:00:00,59.5,2.23,4478.5,2,17.0,0.94,0
484,M2,2026-01-01T02:00:00,62.6,3.47,3829.9,3,6.4,0.49,0
485,M2,2026-01-01T08:00:00,61.6,3.72,2391.4,3,24.0,0.64,0
486,M2,2026-01-01T14:00:00,73.8,2.94,3027.3,2,84.2,0.47,0
487,M2,2026-01-01T20:00:00,49.3,1.25,1165.4,2,23.8,0.3,1
488,M2,2026-01-02T02:00:00,61.9,2.21,2960.9,4,50.9,0.56,0
489,M2,2026-01-02T08:00:00,57.5,2.2,2021.4,1,50.7,0.55,0
490,M2,2026-01-02T14:00:00,69.0,2.1,4522.8,3,59.6,0.87,0
491,M2,2026-01-02T20:00:00,74.6,1.82,1829.3,0,22.8,0.31,0
492,M2,2026-01-03T02:00:00,78.0,2.82,3730.4,0,60.6,0.43,1
493,M2,2026-01-03T08:00:00,48.7,2.12,2116.3,2,65.0,0.72,0
494,M2,2026-01-03T14:00:00,65.7,3.8,2871.6,1,88.1,0.81,1
495,M2,2026-01-03T20:00:00,62.7,1.34,4140.6,2,31.5,0.95,0
496,M2,2026-01-04T02:00:00,62.0,1.97,5313.9,4,16.4,0.63,0
497,M2,2026-01-04T08:00:00,78.7,3.35,4031.3,2,64.6,0.69,1
498,M2,2026-01-04T14:00:00,55.9,2.84,4760.0,1,45.0,0.97,0
499,M2,2026-01-04T20:00:00,70.4,2.82,139.0,1,79.1,0.77,0
500,M2,2026-01-05T02:00:00,70.5,3.04,4508.0,3,42.0,0.61,1
501,M3,2025-11-03T20:00:00,56.4,2.42,755.7,2,85.1,0.96,0
502,M3,2025-11-04T02:00:00,67.0,1.93,2798.3,5,81.4,0.87,1
503,M3,2025-11-04T08:00:00,72.9,1.22,1036.7,2,85.6,0.55,0
504,M3,2025-11-04T14:00:00,56.6,2.77,1278.2,0,73.2,0.53,0
505,M3,2025-11-04T20:00:00,61.2,2.53,3827.9,1,28.0,0.38,0
506,M3,2025-11-05T02:00:00,51.3,2.42,1418.4,0,72.2,0.61,0
507,M3,2025-11-05T08:00:00,75.8,2.88,1860.7,1,32.3,0.4,0
508,M3,2025-11-05T14:00:00,53.7,3.26,5443.6,0,8.8,0.42,0
509,M3,2025-11-05T20:00:00,72.1,3.03,3893.9,1,8.4,0.8,0
510,M3,2025-11-06T02:00:00,68.6,3.49,4678.0,2,30.3,0.54,1
511,M3,2025-11-06T08:00:00,73.8,1.83,108.4,0,18.3,0.7,0
512,M3,2025-11-06T14:00:00,69.8,2.2,3503.0,6,53.6,0.81,1
513,M3,2025-11-06T20:00:00,54.4,2.9,3184.3,0,36.5,0.41,0
514,M3,2025-11-07T02:00:00,59.9,2.48,2993.8,0,40.1,0.32,0
515,M3,2025-11-07T08:00:00,67.3,2.5,5509.0,1,35.5,0.37,1
516,M3,2025-11-07T14:00:00,62.7,2.66,4699.9,3,17.1,0.58,0
517,M3,2025-11-07T20:00:00,63.4,2.65,4805.0,0,71.2,0.58,1
518,M3,2025-11-08T02:00:00,74.9,1.45,4375.9,1,23.6,0.38,0
519,M3,2025-11-08T08:00:00,60.8,3.29,2251.9,2,1.3,0.88,0
520,M3,2025-11-08T14:00:00,69.3,3.65,1046.6,2,70.3,0.63,0
521,M3,2025-11-08T20:00:00,66.5,0.94,1827.0,0,67.1,0.75,0
522,M3,2025-11-09T02:00:00,51.6,3.14,848.1,0,49.0,0.37,0
523,M3,2025-11-09T08:00:00,63.9,3.71,2716.6,0,44.1,0.47,0
524,M3,2025-11-09T14:00:00,73.5,2.21,1267.9,2,34.1,0.99,0
525,M3,2025-11-09T20:00:00,41.5,2.74,3556.9,1,11.5,0.89,0
526,M3,2025-11-10T02:00:00,76.7,3.4,4663.5,0,55.7,0.65,1
527,M3,2025-11-10T08:00:00,69.2,2.55,4701.1,2,14.7,0.99,0
528,M3,2025-11-10T14:00:00,68.9,3.97,1337.7,1,31.3,0.36,1
529,M3,2025-11-10T20:00:00,64.5,2.24,4365.8,1,66.1,0.58,1
530,M3,2025-11-11T02:00:00,61.2,2.59,5136.8,2,32.7,0.41,0
531,M3,2025-11-11T08:00:00,64.3,2.71,980.4,1,8.1,0.36,0
532,M3,2025-11-11T14:00:00,61.6,1.42,4217.4,1,85.2,0.91,1
533,M3,2025-11-11T20:00:00,74.0,2.81,5758.8,1,65.4,0.8,1
534,M3,2025-11-12T02:00:00,71.3,2.86,1679.4,2,62.3,0.78,0
535,M3,2025-11-12T08:00:00,73.9,2.96,786.6,0,11.4,0.81,0
536,M3,2025-11-12T14:00:00,70.8,2.26,4982.6,0,34.5,0.83,0
537,M3,2025-11-12T20:00:00,58.0,3.22,5684.0,4,43.0,0.48,1
538,M3,2025-11-13T02:00:00,63.9,2.27,2523.2,1,24.5,0.55,0
539,M3,2025-11-13T08:00:00,65.0,3.95,2099.9,3,82.8,0.32,1
540,M3,2025-11-13T14:00:00,61.7,2.77,3739.3,1,77.2,0.79,0
541,M3,2025-11-13T20:00:00,65.2,2.87,3499.7,2,26.2,0.64,0
542,M3,2025-11-14T02:00:00,71.7,1.67,1391.4,1,41.3,0.77,0
543,M3,2025-11-14T08:00:00,60.9,3.36,3546.1,4,55.1,0.67,1
544,M3,2025-11-14T14:00:00,70.9,1.92,1872.8,3,86.1,0.42,0
545,M3,2025-11-14T20:00:00,67.7,1.36,1634.9,2,15.6,0.78,0
546,M3,2025-11-15T02:00:00,63.9,2.74,283.1,5,65.9,0.81,1
547,M3,2025-11-15T08:00:00,70.5,2.18,5211.5,2,86.8,0.32,0
548,M3,2025-11-15T14:00:00,58.7,3.59,2245.8,4,38.4,0.54,1
549,M3,2025-11-15T20:00:00,56.2,2.27,3286.2,2,76.5,0.86,0
550,M3,2025-11-16T02:00:00,68.1,1.69,5191.0,2,49.9,0.59,0
551,M3,2025-11-16T08:00:00,64.5,2.33,1126.8,0,14.1,0.47,0
552,M3,2025-11-16T14:00:00,54.7,2.08,4779.1,1,68.3,0.57,0
553,M3,2025-11-16T20:00:00,76.2,1.4,2298.6,2,14.1,0.84,0
554,M3,2025-11-17T02:00:00,72.7,1.93,3078.5,0,64.7,0.45,0
555,M3,2025-11-17T08:00:00,57.1,0.78,1954.3,1,27.7,0.65,0
556,M3,2025-11-17T14:00:00,70.0,1.21,2467.4,2,13.9,0.91,0
557,M3,2025-11-17T20:00:00,60.5,2.02,3216.2,1,74.3,0.34,0
558,M3,2025-11-18T02:00:00,69.2,3.45,421.6,2,80.3,0.39,0
559,M3,2025-11-18T08:00:00,68.5,3.77,4172.4,0,16.6,0.31,0
560,M3,2025-11-18T14:00:00,61.6,2.41,3535.6,1,27.0,0.97,0
561,M3,2025-11-18T20:00:00,68.7,3.62,4991.2,3,9.7,0.64,0
562,M3,2025-11-19T02:00:00,71.4,2.71,3276.4,2,63.2,0.75,0
563,M3,2025-11-19T08:00:00,60.4,2.57,5670.0,0,61.2,0.53,0
564,M3,2025-11-19T14:00:00,54.9,2.91,951.8,1,24.7,0.68,0
565,M3,2025-11-19T20:00:00,59.9,2.45,2404.4,2,84.6,0.55,0
566,M3,2025-11-20T02:00:00,75.7,2.38,3738.2,4,69.8,0.42,1
567,M3,2025-11-20T08:00:00,63.3,1.74,4399.5,0,0.8,0.77,0
568,M3,2025-11-20T14:00:00,55.0,1.7,827.2,0,40.0,0.37,0
569,M3,2025-11-20T20:00:00,58.0,3.0,3291.0,1,8.1,0.55,0
570,M3,2025-11-21T02:00:00,55.8,3.07,1708.7,2,32.4,0.51,0
571,M3,2025-11-21T08:00:00,84.2,3.42,4219.9,0,4.1,0.85,1
572,M3,2025-11-21T14:00:00,60.7,1.5,4326.2,0,81.2,0.53,0
573,M3,2025-11-21T20:00:00,68.8,1.34,2322.3,4,22.5,0.48,0
574,M3,2025-11-22T02:00:00,61.4,2.41,1304.0,0,18.1,0.5,0
575,M3,2025-11-22T08:00:00,58.8,2.55,5834.4,1,47.6,0.44,0
576,M3,2025-11-22T14:00:00,75.7,1.25,5386.3,1,88.4,0.37,1
577,M3,2025-11-22T20:00:00,69.1,1.61,2659.4,2,0.5,0.57,0
578,M3,2025-11-23T02:00:00,66.9,2.02,1896.6,4,6.6,0.38,1
579,M3,2025-11-23T08:00:00,76.5,2.62,2666.6,2,20.4,0.66,0
580,M3,2025-11-23T14:00:00,61.6,1.42,3776.0,3,68.2,0.92,0
581,M3,2025-11-23T20:00:00,68.8,2.5,5309.5,2,70.9,0.86,0
582,M3,2025-11-24T02:00:00,71.9,2.37,4117.6,1,18.8,0.92,1
583,M3,2025-11-24T08:00:00,70.9,1.43,5833.6,1,5.5,0.52,0
584,M3,2025-11-24T14:00:00,68.9,2.52,680.8,1,0.3,0.63,0
585,M3,2025-11-24T20:00:00,72.4,4.68,5081.8,2,75.2,0.63,1
586,M3,2025-11-25T02:00:00,72.2,2.47,180.8,1,41.7,0.3,0
587,M3,2025-11-25T08:00:00,72.4,1.72,1511.0,2,2.8,0.67,0
588,M3,2025-11-25T14:00:00,73.8,2.29,2740.9,4,26.3,0.72,1
589,M3,2025-11-25T20:00:00,73.0,1.85,4054.6,2,79.6,0.89,0
590,M3,2025-11-26T02:00:00,51.6,2.7,5279.4,2,14.2,0.49,0
591,M3,2025-11-26T08:00:00,69.9,2.23,176.8,0,29.3,0.42,0
592,M3,2025-11-26T14:00:00,56.1,3.77,1292.2,1,24.5,0.79,0
593,M3,2025-11-26T20:00:00,77.9,2.69,5880.5,1,45.0,0.58,1
594,M3,2025-11-27T02:00:00,77.5,1.88,1655.0,0,52.2,0.9,0
595,M3,2025-11-27T08:00:00,67.3,1.8,4317.4,1,52.7,0.98,0
596,M3,2025-11-27T14:00:00,72.0,3.04,303.3,3,27.0,0.45,1
597,M3,2025-11-27T20:00:00,55.3,2.97,3197.6,2,17.3,0.45,0
598,M3,2025-11-28T02:00:00,65.2,2.48,3990.2,0,86.5,0.53,0
599,M3,2025-11-28T08:00:00,46.6,2.91,4429.9,1,63.4,0.71,0
600,M3,2025-11-28T14:00:00,58.0,2.77,2260.8,1,51.8,0.51,0
601,M3,2025-11-28T20:00:00,61.2,1.39,1072.8,3,55.6,0.95,0
602,M3,2025-11-29T02:00:00,70.6,2.07,5395.1,1,48.1,0.97,0
603,M3,2025-11-29T08:00:00,61.7,2.87,1287.9,1,23.7,0.35,0
604,M3,2025-11-29T14:00:00,61.3,3.03,2834.0,3,6.0,0.38,0
605,M3,2025-11-29T20:00:00,79.7,0.95,971.1,2,7.4,0.53,0
606,M3,2025-11-30T02:00:00,59.1,1.39,5495.9,3,5.5,0.49,0
607,M3,2025-11-30T08:00:00,68.2,3.01,3541.5,1,74.6,0.58,1
608,M3,2025-11-30T14:00:00,62.3,2.79,1166.7,0,31.8,0.34,0
609,M3,2025-11-30T20:00:00,63.8,2.42,3878.3,0,34.0,0.79,1
610,M3,2025-12-01T02:00:00,72.8,3.51,3622.1,3,6.1,0.87,1
611,M3,2025-12-01T08:00:00,70.7,2.51,2154.6,2,14.2,0.51,0
612,M3,2025-12-01T14:00:00,67.2,3.35,3150.7,1,71.9,0.57,1
613,M3,2025-12-01T20:00:00,53.3,2.53,4805.0,0,32.8,0.66,1
614,M3,2025-12-02T02:00:00,51.9,2.28,3292.9,2,30.3,0.33,0
615,M3,2025-12-02T08:00:00,68.3,2.58,2699.0,1,15.2,0.6,0
616,M3,2025-12-02T14:00:00,70.3,3.26,2838.3,2,0.1,0.83,0
617,M3,2025-12-02T20:00:00,66.5,2.36,744.4,1,3.3,0.61,0
618,M3,2025-12-03T02:00:00,65.0,0.83,1935.6,1,36.2,0.63,0
619,M3,2025-12-03T08:00:00,57.6,1.45,264.4,2,88.5,0.8,0
620,M3,2025-12-03T14:00:00,59.8,2.33,3544.5,3,38.6,0.91,0
621,M3,2025-12-03T20:00:00,68.3,3.95,5959.8,1,11.9,0.6,0
622,M3,2025-12-04T02:00:00,72.7,1.23,2212.3,1,46.8,0.43,0
623,M3,2025-12-04T08:00:00,68.6,3.37,3106.3,3,5.8,0.44,1
624,M3,2025-12-04T14:00:00,66.0,2.09,1459.8,3,89.0,0.98,0
625,M3,2025-12-04T20:00:00,76.5,1.7,5957.9,1,23.8,0.65,1
626,M3,2025-12-05T02:00:00,56.9,2.51,2575.1,1,70.2,0.93,0
627,M3,2025-12-05T08:00:00,68.1,3.37,3218.8,2,43.7,0.78,1
628,M3,2025-12-05T14:00:00,58.1,3.67,3554.4,1,21.6,0.69,1
629,M3,2025-12-05T20:00:00,76.1,3.47,252.4,1,10.4,0.57,0
630,M3,2025-12-06T02:00:00,62.1,2.9,2526.8,2,17.8,0.65,0
631,M3,2025-12-06T08:00:00,75.5,1.51,4185.4,2,21.3,0.95,0
632,M3,2025-12-06T14:00:00,53.8,3.25,5134.7,0,79.6,0.4,1
633,M3,2025-12-06T20:00:00,58.6,2.61,3709.5,3,73.2,0.46,0
634,M3,2025-12-07T02:00:00,64.9,1.84,3974.4,3,32.0,0.85,0
635,M3,2025-12-07T08:00:00,57.7,2.34,3277.6,0,15.7,0.51,0
636,M3,2025-12-07T14:00:00,63.8,3.37,1767.5,4,58.3,0.99,0
637,M3,2025-12-07T20:00:00,79.5,2.52,1648.3,2,31.5,0.55,0
638,M3,2025-12-08T02:00:00,71.4,3.85,2610.3,2,67.9,0.65,1
639,M3,2025-12-08T08:00:00,61.8,2.9,4874.7,1,32.4,0.55,0
640,M3,2025-12-08T14:00:00,68.6,3.63,465.0,1,28.6,0.48,0
641,M3,2025-12-08T20:00:00,54.6,3.23,805.1,2,2.2,0.62,0
642,M3,2025-12-09T02:00:00,64.3,3.57,1636.5,0,63.3,0.82,0
643,M3,2025-12-09T08:00:00,69.4,2.39,4449.9,2,68.6,0.35,0
644,M3,2025-12-09T14:00:00,57.5,1.54,2951.6,3,6.1,0.54,0
645,M3,2025-12-09T20:00:00,58.4,2.65,1220.4,0,20.8,0.91,0
646,M3,2025-12-10T02:00:00,66.6,2.9,5519.7,4,29.6,0.68,1
647,M3,2025-12-10T08:00:00,66.4,2.21,1349.9,2,30.8,0.31,0
648,M3,2025-12-10T14:00:00,78.9,3.05,4740.9,0,61.6,0.57,0
649,M3,2025-12-10T20:00:00,61.1,3.46,1447.6,2,18.6,0.41,0
